nct_id,Type,Value,Action
NCT01989052,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT01989884,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT01999270,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02006407,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02006563,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02007798,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02017717,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02022800,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02023346,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02025231,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02028325,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02031965,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02035852,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02037945,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02038218,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02045368,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02045381,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02046187,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02047214,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02052648,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02058745,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02060890,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02060955,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02069080,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02070380,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02077504,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02078648,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02090010,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02093117,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02095132,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02103920,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02104310,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02113358,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02115074,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02116530,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02129712,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02133183,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02168270,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02176720,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02186262,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02201381,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02202993,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02207010,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02209376,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02234297,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02253212,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02259218,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02263105,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02273739,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02300506,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02343406,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02348255,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02441322,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02489071,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02658981,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02659800,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02684838,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT02725684,Tag,GBM Prior Therapy_Gliadel_Allowed,Removed
NCT00085202,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00275067,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00276640,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00302159,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00313729,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00336024,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00392327,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00482677,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00602667,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00626483,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00626990,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00660543,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00669669,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00813566,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00841555,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00862173,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00867178,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00869401,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00879437,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00887146,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00890032,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00890786,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00902577,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00939315,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00943007,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00967330,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00978458,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT00998010,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT01006044,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT01011920,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT01012609,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT01062399,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
NCT01062425,Tag,GBM Prior Therapy_Gliadel_Not Allowed,Removed
