nct_id,Type,Value,Action
NCT03110939,WF_StoCAN1,Needs Review,Add
NCT03115398,WF_StoCAN1,Needs Review,Add
NCT03121729,WF_StoCAN1,Needs Review,Add
NCT03123042,WF_StoCAN1,Needs Review,Add
NCT03129139,WF_StoCAN1,Needs Review,Add
NCT03132922,WF_StoCAN1,Needs Review,Add
NCT03141034,WF_StoCAN1,Needs Review,Add
NCT03144843,WF_StoCAN1,Needs Review,Add
NCT03154190,WF_StoCAN1,Needs Review,Add
NCT03154983,WF_StoCAN1,Needs Review,Add
NCT03159585,WF_StoCAN1,Needs Review,Add
NCT03160924,WF_StoCAN1,Needs Review,Add
NCT03161522,WF_StoCAN1,Needs Review,Add
NCT03161535,WF_StoCAN1,Needs Review,Add
NCT03165721,WF_StoCAN1,Needs Review,Add
NCT03170180,WF_StoCAN1,Needs Review,Add
NCT03170310,WF_StoCAN1,Needs Review,Add
NCT03171389,WF_StoCAN1,Needs Review,Add
NCT03187314,WF_StoCAN1,Needs Review,Add
NCT03190941,WF_StoCAN1,Needs Review,Add
NCT03192735,WF_StoCAN1,Needs Review,Add
NCT03196232,WF_StoCAN1,Needs Review,Add
NCT03196791,WF_StoCAN1,Needs Review,Add
NCT03199586,WF_StoCAN1,Needs Review,Add
NCT03200691,WF_StoCAN1,Needs Review,Add
NCT03213054,WF_StoCAN1,Needs Review,Add
NCT03219593,WF_StoCAN1,Needs Review,Add
NCT03221335,WF_StoCAN1,Needs Review,Add
NCT03222635,WF_StoCAN1,Needs Review,Add
NCT03223376,WF_StoCAN1,Needs Review,Add
NCT03223740,WF_StoCAN1,Needs Review,Add
NCT03228667,WF_StoCAN1,Needs Review,Add
NCT03229096,WF_StoCAN1,Needs Review,Add
NCT03243734,WF_StoCAN1,Needs Review,Add
NCT03246516,WF_StoCAN1,Needs Review,Add
NCT03255070,WF_StoCAN1,Needs Review,Add
NCT03257163,WF_StoCAN1,Needs Review,Add
NCT03257280,WF_StoCAN1,Needs Review,Add
NCT03259867,WF_StoCAN1,Needs Review,Add
NCT03261947,WF_StoCAN1,Needs Review,Add
NCT03263741,WF_StoCAN1,Needs Review,Add
NCT03264807,WF_StoCAN1,Needs Review,Add
NCT03271255,WF_StoCAN1,Needs Review,Add
NCT03274349,WF_StoCAN1,Needs Review,Add
NCT03277144,WF_StoCAN1,Needs Review,Add
NCT03283761,WF_StoCAN1,Needs Review,Add
NCT03284723,WF_StoCAN1,Needs Review,Add
NCT03285906,WF_StoCAN1,Needs Review,Add
NCT03286244,WF_StoCAN1,Needs Review,Add
NCT03291574,WF_StoCAN1,Needs Review,Add
NCT03294252,WF_StoCAN1,Needs Review,Add
NCT03301454,WF_StoCAN1,Needs Review,Add
NCT03303495,WF_StoCAN1,Needs Review,Add
NCT03304210,WF_StoCAN1,Needs Review,Add
NCT03306693,WF_StoCAN1,Needs Review,Add
NCT03308552,WF_StoCAN1,Needs Review,Add
NCT03319459,WF_StoCAN1,Needs Review,Add
NCT03322969,WF_StoCAN1,Needs Review,Add
NCT03328234,WF_StoCAN1,Needs Review,Add
NCT03330561,WF_StoCAN1,Needs Review,Add
NCT03330964,WF_StoCAN1,Needs Review,Add
NCT03331406,WF_StoCAN1,Needs Review,Add
NCT03334591,WF_StoCAN1,Needs Review,Add
NCT03335813,WF_StoCAN1,Needs Review,Add
NCT03342937,WF_StoCAN1,Needs Review,Add
NCT03347630,WF_StoCAN1,Needs Review,Add
NCT03348150,WF_StoCAN1,Needs Review,Add
NCT03349398,WF_StoCAN1,Needs Review,Add
NCT03349827,WF_StoCAN1,Needs Review,Add
NCT03360695,WF_StoCAN1,Needs Review,Add
NCT03375320,WF_StoCAN1,Needs Review,Add
NCT03381651,WF_StoCAN1,Needs Review,Add
NCT03385018,WF_StoCAN1,Needs Review,Add
NCT03385577,WF_StoCAN1,Needs Review,Add
NCT03388047,WF_StoCAN1,Needs Review,Add
NCT03392103,WF_StoCAN1,Needs Review,Add
NCT03393182,WF_StoCAN1,Needs Review,Add
NCT03393403,WF_StoCAN1,Needs Review,Add
NCT03393416,WF_StoCAN1,Needs Review,Add
NCT03396354,WF_StoCAN1,Needs Review,Add
NCT03399071,WF_StoCAN1,Needs Review,Add
NCT03399110,WF_StoCAN1,Needs Review,Add
NCT03399253,WF_StoCAN1,Needs Review,Add
NCT03400592,WF_StoCAN1,Needs Review,Add
NCT03403465,WF_StoCAN1,Needs Review,Add
NCT03409848,WF_StoCAN1,Needs Review,Add
NCT03410732,WF_StoCAN1,Needs Review,Add
NCT03411915,WF_StoCAN1,Needs Review,Add
NCT03413514,WF_StoCAN1,Needs Review,Add
NCT03416244,WF_StoCAN1,Needs Review,Add
NCT03418298,WF_StoCAN1,Needs Review,Add
NCT03421288,WF_StoCAN1,Needs Review,Add
NCT03423056,WF_StoCAN1,Needs Review,Add
NCT03425773,WF_StoCAN1,Needs Review,Add
NCT03426722,WF_StoCAN1,Needs Review,Add
NCT03427346,WF_StoCAN1,Needs Review,Add
NCT03427684,WF_StoCAN1,Needs Review,Add
NCT03427814,WF_StoCAN1,Needs Review,Add
NCT03429816,WF_StoCAN1,Needs Review,Add
NCT03430440,WF_StoCAN1,Needs Review,Add
NCT03445260,WF_StoCAN1,Needs Review,Add
NCT03448835,WF_StoCAN1,Needs Review,Add
NCT03449030,WF_StoCAN1,Needs Review,Add
NCT03449966,WF_StoCAN1,Needs Review,Add
NCT03453164,WF_StoCAN1,Needs Review,Add
NCT03457844,WF_StoCAN1,Needs Review,Add
NCT03465722,WF_StoCAN1,Needs Review,Add
NCT03468712,WF_StoCAN1,Needs Review,Add
NCT03471273,WF_StoCAN1,Needs Review,Add
NCT03471468,WF_StoCAN1,Needs Review,Add
NCT03472365,WF_StoCAN1,Needs Review,Add
NCT03475615,WF_StoCAN1,Needs Review,Add
NCT03475953,WF_StoCAN1,Needs Review,Add
NCT03480256,WF_StoCAN1,Needs Review,Add
NCT03482791,WF_StoCAN1,Needs Review,Add
NCT03484949,WF_StoCAN1,Needs Review,Add
NCT03488667,WF_StoCAN1,Needs Review,Add
NCT03493152,WF_StoCAN1,Needs Review,Add
NCT03502317,WF_StoCAN1,Needs Review,Add
NCT03505320,WF_StoCAN1,Needs Review,Add
NCT03507998,WF_StoCAN1,Needs Review,Add
NCT03515941,WF_StoCAN1,Needs Review,Add
NCT03524300,WF_StoCAN1,Needs Review,Add
NCT03529669,WF_StoCAN1,Needs Review,Add
NCT03531320,WF_StoCAN1,Needs Review,Add
NCT03535207,WF_StoCAN1,Needs Review,Add
NCT03535727,WF_StoCAN1,Needs Review,Add
NCT03544736,WF_StoCAN1,Needs Review,Add
NCT03544905,WF_StoCAN1,Needs Review,Add
NCT03549494,WF_StoCAN1,Needs Review,Add
NCT03554395,WF_StoCAN1,Needs Review,Add
NCT03556345,WF_StoCAN1,Needs Review,Add
NCT03556384,WF_StoCAN1,Needs Review,Add
NCT03558724,WF_StoCAN1,Needs Review,Add
NCT03559543,WF_StoCAN1,Needs Review,Add
NCT03563326,WF_StoCAN1,Needs Review,Add
NCT03564834,WF_StoCAN1,Needs Review,Add
NCT03570996,WF_StoCAN1,Needs Review,Add
NCT03575637,WF_StoCAN1,Needs Review,Add
NCT03576872,WF_StoCAN1,Needs Review,Add
NCT03578224,WF_StoCAN1,Needs Review,Add
NCT03579004,WF_StoCAN1,Needs Review,Add
NCT03579784,WF_StoCAN1,Needs Review,Add
NCT03585530,WF_StoCAN1,Needs Review,Add
NCT03588533,WF_StoCAN1,Needs Review,Add
NCT03594422,WF_StoCAN1,Needs Review,Add
NCT03597581,WF_StoCAN1,Needs Review,Add
NCT03598348,WF_StoCAN1,Needs Review,Add
NCT03601234,WF_StoCAN1,Needs Review,Add
NCT03601988,WF_StoCAN1,Needs Review,Add
NCT03602079,WF_StoCAN1,Needs Review,Add
NCT03602677,WF_StoCAN1,Needs Review,Add
NCT03604614,WF_StoCAN1,Needs Review,Add
NCT03604991,WF_StoCAN1,Needs Review,Add
NCT03606928,WF_StoCAN1,Needs Review,Add
NCT03607656,WF_StoCAN1,Needs Review,Add
NCT03609424,WF_StoCAN1,Needs Review,Add
NCT03611309,WF_StoCAN1,Needs Review,Add
NCT03611712,WF_StoCAN1,Needs Review,Add
NCT03615326,WF_StoCAN1,Needs Review,Add
NCT03618758,WF_StoCAN1,Needs Review,Add
NCT03619681,WF_StoCAN1,Needs Review,Add
NCT03620643,WF_StoCAN1,Needs Review,Add
NCT03624725,WF_StoCAN1,Needs Review,Add
NCT03627728,WF_StoCAN1,Needs Review,Add
NCT03628079,WF_StoCAN1,Needs Review,Add
NCT03638206,WF_StoCAN1,Needs Review,Add
NCT03646110,WF_StoCAN1,Needs Review,Add
NCT03648879,WF_StoCAN1,Needs Review,Add
NCT03650348,WF_StoCAN1,Needs Review,Add
NCT03652077,WF_StoCAN1,Needs Review,Add
NCT03653052,WF_StoCAN1,Needs Review,Add
NCT03654534,WF_StoCAN1,Needs Review,Add
NCT03657914,WF_StoCAN1,Needs Review,Add
NCT03661671,WF_StoCAN1,Needs Review,Add
NCT03662659,WF_StoCAN1,Needs Review,Add
NCT03665714,WF_StoCAN1,Needs Review,Add
NCT03671265,WF_StoCAN1,Needs Review,Add
NCT03673501,WF_StoCAN1,Needs Review,Add
NCT03675737,WF_StoCAN1,Needs Review,Add
NCT03676478,WF_StoCAN1,Needs Review,Add
NCT03691090,WF_StoCAN1,Needs Review,Add
NCT03694249,WF_StoCAN1,Needs Review,Add
NCT03694522,WF_StoCAN1,Needs Review,Add
NCT03694977,WF_StoCAN1,Needs Review,Add
NCT03698825,WF_StoCAN1,Needs Review,Add
NCT03699332,WF_StoCAN1,Needs Review,Add
NCT03701373,WF_StoCAN1,Needs Review,Add
NCT03706326,WF_StoCAN1,Needs Review,Add
NCT03708783,WF_StoCAN1,Needs Review,Add
NCT03717298,WF_StoCAN1,Needs Review,Add
NCT03719716,WF_StoCAN1,Needs Review,Add
NCT03723447,WF_StoCAN1,Needs Review,Add
NCT03724071,WF_StoCAN1,Needs Review,Add
NCT03727126,WF_StoCAN1,Needs Review,Add
NCT03731442,WF_StoCAN1,Needs Review,Add
NCT03745170,WF_StoCAN1,Needs Review,Add
NCT03745326,WF_StoCAN1,Needs Review,Add
NCT03751761,WF_StoCAN1,Needs Review,Add
NCT03753399,WF_StoCAN1,Needs Review,Add
NCT03760822,WF_StoCAN1,Needs Review,Add
NCT03762564,WF_StoCAN1,Needs Review,Add
NCT03767660,WF_StoCAN1,Needs Review,Add
NCT03773367,WF_StoCAN1,Needs Review,Add
NCT03775525,WF_StoCAN1,Needs Review,Add
NCT03776487,WF_StoCAN1,Needs Review,Add
NCT03777657,WF_StoCAN1,Needs Review,Add
NCT03783936,WF_StoCAN1,Needs Review,Add
NCT03784040,WF_StoCAN1,Needs Review,Add
NCT03784326,WF_StoCAN1,Needs Review,Add
NCT03788226,WF_StoCAN1,Needs Review,Add
NCT03790553,WF_StoCAN1,Needs Review,Add
NCT03791905,WF_StoCAN1,Needs Review,Add
NCT03798951,WF_StoCAN1,Needs Review,Add
NCT03800693,WF_StoCAN1,Needs Review,Add
NCT03801668,WF_StoCAN1,Needs Review,Add
NCT03801876,WF_StoCAN1,Needs Review,Add
NCT03802097,WF_StoCAN1,Needs Review,Add
NCT03804203,WF_StoCAN1,Needs Review,Add
NCT03807518,WF_StoCAN1,Needs Review,Add
NCT03811379,WF_StoCAN1,Needs Review,Add
NCT03812796,WF_StoCAN1,Needs Review,Add
NCT03817411,WF_StoCAN1,Needs Review,Add
NCT03819088,WF_StoCAN1,Needs Review,Add
NCT03822130,WF_StoCAN1,Needs Review,Add
NCT03825861,WF_StoCAN1,Needs Review,Add
NCT03837301,WF_StoCAN1,Needs Review,Add
NCT03838406,WF_StoCAN1,Needs Review,Add
NCT03841110,WF_StoCAN1,Needs Review,Add
NCT03852251,WF_StoCAN1,Needs Review,Add
NCT03858712,WF_StoCAN1,Needs Review,Add
NCT03866525,WF_StoCAN1,Needs Review,Add
NCT03890198,WF_StoCAN1,Needs Review,Add
NCT03896399,WF_StoCAN1,Needs Review,Add
NCT03914443,WF_StoCAN1,Needs Review,Add
NCT03915171,WF_StoCAN1,Needs Review,Add
NCT03918499,WF_StoCAN1,Needs Review,Add
NCT03931044,WF_StoCAN1,Needs Review,Add
NCT03940001,WF_StoCAN1,Needs Review,Add
NCT03941561,WF_StoCAN1,Needs Review,Add
NCT03941626,WF_StoCAN1,Needs Review,Add
NCT03944304,WF_StoCAN1,Needs Review,Add
NCT03946969,WF_StoCAN1,Needs Review,Add
NCT03950141,WF_StoCAN1,Needs Review,Add
NCT03952442,WF_StoCAN1,Needs Review,Add
NCT03957096,WF_StoCAN1,Needs Review,Add
NCT03957486,WF_StoCAN1,Needs Review,Add
NCT03957564,WF_StoCAN1,Needs Review,Add
NCT03961373,WF_StoCAN1,Needs Review,Add
NCT03978078,WF_StoCAN1,Needs Review,Add
NCT03990025,WF_StoCAN1,Needs Review,Add
NCT03990532,WF_StoCAN1,Needs Review,Add
NCT03991104,WF_StoCAN1,Needs Review,Add
NCT03997617,WF_StoCAN1,Needs Review,Add
NCT04001569,WF_StoCAN1,Needs Review,Add
NCT04005170,WF_StoCAN1,Needs Review,Add
NCT04006041,WF_StoCAN1,Needs Review,Add
NCT04010227,WF_StoCAN1,Needs Review,Add
NCT04018872,WF_StoCAN1,Needs Review,Add
NCT04032353,WF_StoCAN1,Needs Review,Add
NCT04044859,WF_StoCAN1,Needs Review,Add
NCT04050787,WF_StoCAN1,Needs Review,Add
NCT04062058,WF_StoCAN1,Needs Review,Add
NCT04071431,WF_StoCAN1,Needs Review,Add
NCT01946854,WF_StoCAN2,Needs Review,Add
NCT02013154,WF_StoCAN2,Needs Review,Add
NCT02219854,WF_StoCAN2,Needs Review,Add
NCT02260505,WF_StoCAN2,Needs Review,Add
NCT02279134,WF_StoCAN2,Needs Review,Add
NCT02299648,WF_StoCAN2,Needs Review,Add
NCT02301481,WF_StoCAN2,Needs Review,Add
NCT02313688,WF_StoCAN2,Needs Review,Add
NCT02359968,WF_StoCAN2,Needs Review,Add
NCT02406170,WF_StoCAN2,Needs Review,Add
NCT02430636,WF_StoCAN2,Needs Review,Add
NCT02430701,WF_StoCAN2,Needs Review,Add
NCT02444572,WF_StoCAN2,Needs Review,Add
NCT02450656,WF_StoCAN2,Needs Review,Add
NCT02571036,WF_StoCAN2,Needs Review,Add
NCT02604615,WF_StoCAN2,Needs Review,Add
NCT02638766,WF_StoCAN2,Needs Review,Add
NCT02676791,WF_StoCAN2,Needs Review,Add
NCT02679495,WF_StoCAN2,Needs Review,Add
NCT02725125,WF_StoCAN2,Needs Review,Add
NCT02744651,WF_StoCAN2,Needs Review,Add
NCT02777801,WF_StoCAN2,Needs Review,Add
NCT02795988,WF_StoCAN2,Needs Review,Add
NCT02837874,WF_StoCAN2,Needs Review,Add
NCT02845479,WF_StoCAN2,Needs Review,Add
NCT02858206,WF_StoCAN2,Needs Review,Add
NCT02859415,WF_StoCAN2,Needs Review,Add
NCT02891083,WF_StoCAN2,Needs Review,Add
NCT02934464,WF_StoCAN2,Needs Review,Add
NCT02937519,WF_StoCAN2,Needs Review,Add
NCT03011255,WF_StoCAN2,Needs Review,Add
NCT03037385,WF_StoCAN2,Needs Review,Add
NCT03061058,WF_StoCAN2,Needs Review,Add
NCT03061162,WF_StoCAN2,Needs Review,Add
NCT03165721,WF_StoCAN2,Needs Review,Add
NCT03170180,WF_StoCAN2,Needs Review,Add
NCT03187314,WF_StoCAN2,Needs Review,Add
NCT03200691,WF_StoCAN2,Needs Review,Add
NCT03261947,WF_StoCAN2,Needs Review,Add
NCT03271255,WF_StoCAN2,Needs Review,Add
NCT03284723,WF_StoCAN2,Needs Review,Add
NCT03303495,WF_StoCAN2,Needs Review,Add
NCT03308552,WF_StoCAN2,Needs Review,Add
NCT03330964,WF_StoCAN2,Needs Review,Add
NCT03388047,WF_StoCAN2,Needs Review,Add
NCT03400592,WF_StoCAN2,Needs Review,Add
NCT03423056,WF_StoCAN2,Needs Review,Add
NCT03425773,WF_StoCAN2,Needs Review,Add
NCT03429816,WF_StoCAN2,Needs Review,Add
NCT03475615,WF_StoCAN2,Needs Review,Add
NCT03549494,WF_StoCAN2,Needs Review,Add
NCT03556384,WF_StoCAN2,Needs Review,Add
NCT03559543,WF_StoCAN2,Needs Review,Add
NCT03579004,WF_StoCAN2,Needs Review,Add
NCT03597581,WF_StoCAN2,Needs Review,Add
NCT03601234,WF_StoCAN2,Needs Review,Add
NCT03602677,WF_StoCAN2,Needs Review,Add
NCT03609424,WF_StoCAN2,Needs Review,Add
NCT03673501,WF_StoCAN2,Needs Review,Add
NCT03675737,WF_StoCAN2,Needs Review,Add
NCT03753399,WF_StoCAN2,Needs Review,Add
NCT03944304,WF_StoCAN2,Needs Review,Add
NCT04010227,WF_StoCAN2,Needs Review,Add
NCT04010227,Tag,StoCAN,Add
